sequence[0],sequence[1],sequence[2],sequence[3],sequence[4],key,timestamp,eventType,cursorPosition,inputValue
5,3,4,9,9,9,1731015475331.3,keyup,5,53499
5,3,4,9,9,Enter,1731015475563.3,keydown,5,53499
0,3,5,6,2,0,1731015476723.1,keyup,1,0
0,3,5,6,2,3,1731015476907.2002,keydown,1,0
0,3,5,6,2,3,1731015476979,keyup,2,03
0,3,5,6,2,5,1731015477211.5,keydown,2,03
0,3,5,6,2,5,1731015477267.2002,keyup,3,035
0,3,5,6,2,6,1731015477995.2002,keydown,3,035
0,3,5,6,2,6,1731015478051,keyup,4,0356
0,3,5,6,2,2,1731015478227.1,keydown,4,0356
0,3,5,6,2,2,1731015478275.1,keyup,5,03562
0,3,5,6,2,Enter,1731015478483.2002,keydown,5,03562
0,2,1,2,8,0,1731015479507.1,keyup,1,0
0,2,1,2,8,2,1731015479635.2002,keydown,1,0
0,2,1,2,8,2,1731015479691.1,keyup,2,02
0,2,1,2,8,1,1731015479843.2002,keydown,2,02
0,2,1,2,8,1,1731015479907.1,keyup,3,021
0,2,1,2,8,2,1731015480379.1,keydown,3,021
0,2,1,2,8,2,1731015480443.1,keyup,4,0212
0,2,1,2,8,8,1731015480611.1,keydown,4,0212
0,2,1,2,8,8,1731015480683.2002,keyup,5,02128
0,2,1,2,8,Enter,1731015480883.1,keydown,5,02128
0,9,1,4,5,0,1731015481842.9001,keyup,1,0
0,9,1,4,5,9,1731015482051.1,keydown,1,0
0,9,1,4,5,9,1731015482106.9001,keyup,2,09
0,9,1,4,5,1,1731015482307,keydown,2,09
0,9,1,4,5,1,1731015482371,keyup,3,091
0,9,1,4,5,4,1731015482915,keydown,3,091
0,9,1,4,5,4,1731015482987,keyup,4,0914
0,9,1,4,5,5,1731015483059,keydown,4,0914
0,9,1,4,5,5,1731015483122.8,keyup,5,09145
0,9,1,4,5,Enter,1731015483371,keydown,5,09145
7,3,6,7,2,7,1731015484474.8,keyup,1,7
7,3,6,7,2,3,1731015484722.9001,keydown,1,7
7,3,6,7,2,3,1731015484778.8,keyup,2,73
7,3,6,7,2,6,1731015484922.9001,keydown,2,73
7,3,6,7,2,6,1731015484979,keyup,3,736
7,3,6,7,2,7,1731015485587,keydown,3,736
7,3,6,7,2,7,1731015485642.8,keyup,4,7367
7,3,6,7,2,2,1731015485866.8,keydown,4,7367
7,3,6,7,2,2,1731015485923.2002,keyup,5,73672
7,3,6,7,2,Enter,1731015486082.9001,keydown,5,73672
9,5,2,3,2,9,1731015487322.9001,keyup,1,9
9,5,2,3,2,5,1731015488243,keydown,1,9
9,5,2,3,2,5,1731015488299,keyup,2,95
9,5,2,3,2,2,1731015488538.9001,keydown,2,95
9,5,2,3,2,2,1731015488602.8,keyup,3,952
9,5,2,3,2,3,1731015488794.7002,keydown,3,952
9,5,2,3,2,3,1731015488866.7002,keyup,4,9523
9,5,2,3,2,2,1731015489066.9001,keydown,4,9523
9,5,2,3,2,2,1731015489130.8,keyup,5,95232
9,5,2,3,2,Enter,1731015489283.1,keydown,5,95232
3,6,4,6,1,3,1731015490322.8,keyup,1,3
3,6,4,6,1,6,1731015490538.9001,keydown,1,3
3,6,4,6,1,6,1731015490610.8,keyup,2,36
3,6,4,6,1,4,1731015490802.6,keydown,2,36
3,6,4,6,1,4,1731015490874.6,keyup,3,364
3,6,4,6,1,6,1731015491338.9001,keydown,3,364
3,6,4,6,1,6,1731015491395.1,keyup,4,3646
3,6,4,6,1,1,1731015491522.8,keydown,4,3646
3,6,4,6,1,1,1731015491586.8,keyup,5,36461
3,6,4,6,1,Enter,1731015491690.5,keydown,5,36461
0,1,5,1,0,0,1731015492690.6,keyup,1,0
0,1,5,1,0,1,1731015492882.7002,keydown,1,0
0,1,5,1,0,1,1731015492938.5,keyup,2,01
0,1,5,1,0,5,1731015493162.9001,keydown,2,01
0,1,5,1,0,5,1731015493226.7002,keyup,3,015
0,1,5,1,0,1,1731015493578.8,keydown,3,015
0,1,5,1,0,1,1731015493650.7002,keyup,4,0151
0,1,5,1,0,0,1731015493802.5,keydown,4,0151
0,1,5,1,0,0,1731015493890.6,keyup,5,01510
0,1,5,1,0,Enter,1731015494010.8,keydown,5,01510
6,8,3,2,3,6,1731015495250.6,keyup,1,6
6,8,3,2,3,8,1731015495450.7002,keydown,1,6
6,8,3,2,3,8,1731015495506.6,keyup,2,68
6,8,3,2,3,3,1731015495810.7002,keydown,2,68
6,8,3,2,3,3,1731015495874.6,keyup,3,683
6,8,3,2,3,2,1731015496210.7002,keydown,3,683
6,8,3,2,3,2,1731015496266.5,keyup,4,6832
6,8,3,2,3,3,1731015496410.6,keydown,4,6832
6,8,3,2,3,3,1731015496466.5,keyup,5,68323
6,8,3,2,3,Enter,1731015496634.6,keydown,5,68323
4,6,8,7,9,4,1731015497842.4001,keyup,1,4
4,6,8,7,9,6,1731015498042.6,keydown,1,4
4,6,8,7,9,6,1731015498114.6,keyup,2,46
4,6,8,7,9,8,1731015498362.6,keydown,2,46
4,6,8,7,9,8,1731015498426.6,keyup,3,468
4,6,8,7,9,7,1731015498946.6,keydown,3,468
4,6,8,7,9,7,1731015499002.6,keyup,4,4687
4,6,8,7,9,9,1731015499138.7002,keydown,4,4687
4,6,8,7,9,9,1731015499210.5,keyup,5,46879
4,6,8,7,9,Enter,1731015499402.5,keydown,5,46879
8,0,3,5,1,8,1731015500562.5,keyup,1,8
8,0,3,5,1,0,1731015500770.6,keydown,1,8
8,0,3,5,1,0,1731015500842.5,keyup,2,80
8,0,3,5,1,3,1731015500986.4001,keydown,2,80
8,0,3,5,1,3,1731015501050.5,keyup,3,803
8,0,3,5,1,5,1731015501450.7002,keydown,3,803
8,0,3,5,1,5,1731015501514.5,keyup,4,8035
8,0,3,5,1,1,1731015501650.4001,keydown,4,8035
8,0,3,5,1,1,1731015501714.6,keyup,5,80351
8,0,3,5,1,Enter,1731015501810.3,keydown,5,80351
3,4,1,7,9,3,1731015502890.4001,keyup,1,3
3,4,1,7,9,4,1731015503098.5,keydown,1,3
3,4,1,7,9,4,1731015503154.5,keyup,2,34
3,4,1,7,9,1,1731015503338.5,keydown,2,34
3,4,1,7,9,1,1731015503394.4001,keyup,3,341
3,4,1,7,9,7,1731015503874.5,keydown,3,341
3,4,1,7,9,7,1731015503938.4001,keyup,4,3417
3,4,1,7,9,9,1731015504042.4001,keydown,4,3417
3,4,1,7,9,9,1731015504106.3,keyup,5,34179
3,4,1,7,9,Enter,1731015504274.5,keydown,5,34179
7,4,5,1,8,7,1731015505434.3,keyup,1,7
7,4,5,1,8,4,1731015505594.6,keydown,1,7
7,4,5,1,8,4,1731015505650.3,keyup,2,74
7,4,5,1,8,5,1731015505802.6,keydown,2,74
7,4,5,1,8,5,1731015505866.3,keyup,3,745
7,4,5,1,8,1,1731015506170.4001,keydown,3,745
7,4,5,1,8,1,1731015506234.5,keyup,4,7451
7,4,5,1,8,8,1731015506418.4001,keydown,4,7451
7,4,5,1,8,8,1731015506482.5,keyup,5,74518
7,4,5,1,8,Enter,1731015506666.4001,keydown,5,74518
6,0,9,4,9,6,1731015508010.3,keyup,1,6
6,0,9,4,9,0,1731015508186.3,keydown,1,6
6,0,9,4,9,0,1731015508258.3,keyup,2,60
6,0,9,4,9,9,1731015508466.3,keydown,2,60
6,0,9,4,9,9,1731015508538.2002,keyup,3,609
6,0,9,4,9,4,1731015509186.3,keydown,3,609
6,0,9,4,9,4,1731015509258.4001,keyup,4,6094
6,0,9,4,9,9,1731015509410.5,keydown,4,6094
6,0,9,4,9,9,1731015509474.4001,keyup,5,60949
6,0,9,4,9,Enter,1731015509642.3,keydown,5,60949
0,8,5,4,6,0,1731015510602.3,keyup,1,0
0,8,5,4,6,8,1731015510834.4001,keydown,1,0
0,8,5,4,6,8,1731015510898.3,keyup,2,08
0,8,5,4,6,5,1731015511090.3,keydown,2,08
0,8,5,4,6,5,1731015511146.7002,keyup,3,085
0,8,5,4,6,4,1731015511554.3,keydown,3,085
0,8,5,4,6,4,1731015511618.3,keyup,4,0854
0,8,5,4,6,6,1731015511714.5,keydown,4,0854
0,8,5,4,6,6,1731015511778.2002,keyup,5,08546
0,8,5,4,6,Enter,1731015511954.3,keydown,5,08546
9,6,1,8,7,9,1731015513050.2002,keyup,1,9
9,6,1,8,7,6,1731015513186.4001,keydown,1,9
9,6,1,8,7,6,1731015513258.2002,keyup,2,96
9,6,1,8,7,1,1731015513426.2002,keydown,2,96
9,6,1,8,7,1,1731015513490.4001,keyup,3,961
9,6,1,8,7,8,1731015514290.5,keydown,3,961
9,6,1,8,7,8,1731015514346.2002,keyup,4,9618
9,6,1,8,7,7,1731015514482.1,keydown,4,9618
9,6,1,8,7,7,1731015514546.3,keyup,5,96187
9,6,1,8,7,Enter,1731015514706.2002,keydown,5,96187
2,6,0,8,7,2,1731015516098.2002,keyup,1,2
2,6,0,8,7,6,1731015516194.1,keydown,1,2
2,6,0,8,7,6,1731015516266.3,keyup,2,26
2,6,0,8,7,0,1731015516498.4001,keydown,2,26
2,6,0,8,7,0,1731015516562.1,keyup,3,260
2,6,0,8,7,8,1731015516842.1,keydown,3,260
2,6,0,8,7,8,1731015516914.2002,keyup,4,2608
2,6,0,8,7,7,1731015517050.1,keydown,4,2608
2,6,0,8,7,7,1731015517114,keyup,5,26087
2,6,0,8,7,Enter,1731015517290.2002,keydown,5,26087
9,3,7,2,9,9,1731015518361.9001,keyup,1,9
9,3,7,2,9,3,1731015518818.2002,keydown,1,9
9,3,7,2,9,3,1731015518890,keyup,2,93
9,3,7,2,9,7,1731015519090.1,keydown,2,93
9,3,7,2,9,7,1731015519146,keyup,3,937
9,3,7,2,9,2,1731015519682.2002,keydown,3,937
9,3,7,2,9,2,1731015519746.1,keyup,4,9372
9,3,7,2,9,9,1731015519873.8,keydown,4,9372
9,3,7,2,9,9,1731015519930.4001,keyup,5,93729
9,3,7,2,9,Enter,1731015520090.1,keydown,5,93729
1,7,8,5,8,1,1731015521114.3,keyup,1,1
1,7,8,5,8,7,1731015521346.2002,keydown,1,1
1,7,8,5,8,7,1731015521393.9001,keyup,2,17
1,7,8,5,8,8,1731015521562.1,keydown,2,17
1,7,8,5,8,8,1731015521633.9001,keyup,3,178
1,7,8,5,8,5,1731015522274.3,keydown,3,178
1,7,8,5,8,5,1731015522346,keyup,4,1785
1,7,8,5,8,8,1731015522514,keydown,4,1785
1,7,8,5,8,8,1731015522585.9001,keyup,5,17858
1,7,8,5,8,Enter,1731015522753.9001,keydown,5,17858
0,5,9,4,2,0,1731015523858,keyup,1,0
0,5,9,4,2,5,1731015524074,keydown,1,0
0,5,9,4,2,5,1731015524137.9001,keyup,2,05
0,5,9,4,2,9,1731015524281.8,keydown,2,05
0,5,9,4,2,9,1731015524345.8,keyup,3,059
0,5,9,4,2,4,1731015525010,keydown,3,059
0,5,9,4,2,4,1731015525066,keyup,4,0594
0,5,9,4,2,2,1731015525217.9001,keydown,4,0594
0,5,9,4,2,2,1731015525289.9001,keyup,5,05942
0,5,9,4,2,Enter,1731015525393.8,keydown,5,05942
7,4,3,4,5,7,1731015526497.8,keyup,1,7
7,4,3,4,5,4,1731015526657.9001,keydown,1,7
7,4,3,4,5,4,1731015526721.8,keyup,2,74
7,4,3,4,5,3,1731015526921.9001,keydown,2,74
7,4,3,4,5,3,1731015526993.8,keyup,3,743
7,4,3,4,5,4,1731015527545.9001,keydown,3,743
7,4,3,4,5,4,1731015527625.8,keyup,4,7434
7,4,3,4,5,5,1731015527665.6,keydown,4,7434
7,4,3,4,5,5,1731015527729.6,keyup,5,74345
7,4,3,4,5,Enter,1731015527906.1,keydown,5,74345
9,0,9,4,8,9,1731015528945.8,keyup,1,9
9,0,9,4,8,0,1731015529146.2002,keydown,1,9
9,0,9,4,8,0,1731015529217.7002,keyup,2,90
9,0,9,4,8,9,1731015529385.7002,keydown,2,90
9,0,9,4,8,9,1731015529441.8,keyup,3,909
9,0,9,4,8,4,1731015529777.9001,keydown,3,909
9,0,9,4,8,4,1731015529849.7002,keyup,4,9094
9,0,9,4,8,8,1731015529929.8,keydown,4,9094
9,0,9,4,8,8,1731015529985.7002,keyup,5,90948
9,0,9,4,8,Enter,1731015530177.8,keydown,5,90948
9,2,6,9,4,9,1731015531625.9001,keyup,1,9
9,2,6,9,4,2,1731015531857.6,keydown,1,9
9,2,6,9,4,2,1731015531929.8,keyup,2,92
9,2,6,9,4,6,1731015532073.8,keydown,2,92
9,2,6,9,4,6,1731015532129.7002,keyup,3,926
9,2,6,9,4,9,1731015532721.9001,keydown,3,926
9,2,6,9,4,9,1731015532777.6,keyup,4,9269
9,2,6,9,4,4,1731015532897.5,keydown,4,9269
9,2,6,9,4,4,1731015532953.7002,keyup,5,92694
9,2,6,9,4,Enter,1731015533193.7002,keydown,5,92694
1,0,1,8,6,1,1731015534225.5,keyup,1,1
1,0,1,8,6,0,1731015534401.7002,keydown,1,1
1,0,1,8,6,0,1731015534473.8,keyup,2,10
1,0,1,8,6,1,1731015534641.5,keydown,2,10
1,0,1,8,6,1,1731015534697.7002,keyup,3,101
1,0,1,8,6,8,1731015535129.8,keydown,3,101
1,0,1,8,6,8,1731015535201.7002,keyup,4,1018
1,0,1,8,6,6,1731015535361.7002,keydown,4,1018
1,0,1,8,6,6,1731015535417.7002,keyup,5,10186
1,0,1,8,6,Enter,1731015535569.6,keydown,5,10186
7,5,9,7,2,7,1731015536913.5,keyup,1,7
7,5,9,7,2,5,1731015537145.6,keydown,1,7
7,5,9,7,2,5,1731015537209.6,keyup,2,75
7,5,9,7,2,9,1731015537401.6,keydown,2,75
7,5,9,7,2,9,1731015537457.5,keyup,3,759
7,5,9,7,2,7,1731015538201.7002,keydown,3,759
7,5,9,7,2,7,1731015538265.6,keyup,4,7597
7,5,9,7,2,2,1731015538465.5,keydown,4,7597
7,5,9,7,2,2,1731015538529.5,keyup,5,75972
7,5,9,7,2,Enter,1731015538641.4001,keydown,5,75972
1,3,1,5,9,1,1731015539737.7002,keyup,1,1
1,3,1,5,9,3,1731015539873.6,keydown,1,1
1,3,1,5,9,3,1731015539945.6,keyup,2,13
1,3,1,5,9,1,1731015540129.8,keydown,2,13
1,3,1,5,9,1,1731015540185.7002,keyup,3,131
1,3,1,5,9,5,1731015540473.6,keydown,3,131
1,3,1,5,9,5,1731015540545.5,keyup,4,1315
1,3,1,5,9,9,1731015540657.7002,keydown,4,1315
1,3,1,5,9,9,1731015540721.5,keyup,5,13159
1,3,1,5,9,Enter,1731015540929.6,keydown,5,13159
8,7,5,0,6,8,1731015542097.4001,keyup,1,8
8,7,5,0,6,7,1731015542233.6,keydown,1,8
8,7,5,0,6,7,1731015542297.4001,keyup,2,87
8,7,5,0,6,5,1731015542537.5,keydown,2,87
8,7,5,0,6,5,1731015542593.4001,keyup,3,875
8,7,5,0,6,0,1731015543089.5,keydown,3,875
8,7,5,0,6,0,1731015543161.5,keyup,4,8750
8,7,5,0,6,6,1731015543281.4001,keydown,4,8750
8,7,5,0,6,6,1731015543337.5,keyup,5,87506
8,7,5,0,6,Enter,1731015543505.5,keydown,5,87506
8,0,7,0,2,8,1731015544649.3,keyup,1,8
8,0,7,0,2,0,1731015544857.4001,keydown,1,8
8,0,7,0,2,0,1731015544945.3,keyup,2,80
8,0,7,0,2,7,1731015545153.5,keydown,2,80
8,0,7,0,2,7,1731015545209.3,keyup,3,807
8,0,7,0,2,0,1731015545713.4001,keydown,3,807
8,0,7,0,2,0,1731015545785.3,keyup,4,8070
8,0,7,0,2,2,1731015545905.3,keydown,4,8070
8,0,7,0,2,2,1731015545969.4001,keyup,5,80702
8,0,7,0,2,Enter,1731015546121.5,keydown,5,80702
7,5,4,1,8,7,1731015547201.3,keyup,1,7
7,5,4,1,8,5,1731015547393.4001,keydown,1,7
7,5,4,1,8,5,1731015547465.3,keyup,2,75
7,5,4,1,8,4,1731015547633.5,keydown,2,75
7,5,4,1,8,4,1731015547697.2002,keyup,3,754
7,5,4,1,8,1,1731015547929.4001,keydown,3,754
7,5,4,1,8,1,1731015547993.2002,keyup,4,7541
7,5,4,1,8,8,1731015548161.4001,keydown,4,7541
7,5,4,1,8,8,1731015548217.3,keyup,5,75418
7,5,4,1,8,Enter,1731015548401.4001,keydown,5,75418
4,6,3,2,8,4,1731015549457.3,keyup,1,4
4,6,3,2,8,6,1731015549721.3,keydown,1,4
4,6,3,2,8,6,1731015549777.2002,keyup,2,46
4,6,3,2,8,3,1731015549961.6,keydown,2,46
4,6,3,2,8,3,1731015550017.3,keyup,3,463
4,6,3,2,8,2,1731015550705.3,keydown,3,463
4,6,3,2,8,2,1731015550785.3,keyup,4,4632
4,6,3,2,8,8,1731015550969.3,keydown,4,4632
4,6,3,2,8,8,1731015551025.3,keyup,5,46328
4,6,3,2,8,Enter,1731015551209.3,keydown,5,46328
7,2,0,3,4,7,1731015552273.3,keyup,1,7
7,2,0,3,4,2,1731015552473.3,keydown,1,7
7,2,0,3,4,2,1731015552553.3,keyup,2,72
7,2,0,3,4,0,1731015552729.2002,keydown,2,72
7,2,0,3,4,0,1731015552801.1,keyup,3,720
7,2,0,3,4,3,1731015552993.2002,keydown,3,720
7,2,0,3,4,3,1731015553057.2002,keyup,4,7203
7,2,0,3,4,4,1731015553249.3,keydown,4,7203
7,2,0,3,4,4,1731015553313.1,keyup,5,72034
7,2,0,3,4,Enter,1731015553441.4001,keydown,5,72034
3,6,3,6,9,3,1731015554473.2002,keyup,1,3
3,6,3,6,9,6,1731015554633.2002,keydown,1,3
3,6,3,6,9,6,1731015554705.1,keyup,2,36
3,6,3,6,9,3,1731015554897,keydown,2,36
3,6,3,6,9,3,1731015554969.1,keyup,3,363
3,6,3,6,9,6,1731015555353.2002,keydown,3,363
3,6,3,6,9,6,1731015555417.1,keyup,4,3636
3,6,3,6,9,9,1731015555553.2002,keydown,4,3636
3,6,3,6,9,9,1731015555625.1,keyup,5,36369
3,6,3,6,9,Enter,1731015555825,keydown,5,36369
3,8,4,2,0,3,1731015556793,keyup,1,3
3,8,4,2,0,8,1731015557041.2002,keydown,1,3
3,8,4,2,0,8,1731015557113.2002,keyup,2,38
3,8,4,2,0,4,1731015557297.2002,keydown,2,38
3,8,4,2,0,4,1731015557361,keyup,3,384
3,8,4,2,0,2,1731015557817.1,keydown,3,384
3,8,4,2,0,2,1731015557873,keyup,4,3842
3,8,4,2,0,0,1731015558025.2002,keydown,4,3842
3,8,4,2,0,0,1731015558089.1,keyup,5,38420
3,8,4,2,0,Enter,1731015558160.8,keydown,5,38420
7,9,7,2,3,7,1731015559201,keyup,1,7
7,9,7,2,3,9,1731015559353.1,keydown,1,7
7,9,7,2,3,9,1731015559425,keyup,2,79
7,9,7,2,3,7,1731015559585,keydown,2,79
7,9,7,2,3,7,1731015559649.1,keyup,3,797
7,9,7,2,3,2,1731015560009.1,keydown,3,797
7,9,7,2,3,2,1731015560081,keyup,4,7972
7,9,7,2,3,3,1731015560336.9001,keydown,4,7972
7,9,7,2,3,3,1731015560401.1,keyup,5,79723
7,9,7,2,3,Enter,1731015560544.9001,keydown,5,79723
5,1,5,2,7,5,1731015561569.3,keyup,1,5
5,1,5,2,7,1,1731015561745,keydown,1,5
5,1,5,2,7,1,1731015561816.9001,keyup,2,51
5,1,5,2,7,5,1731015561921,keydown,2,51
5,1,5,2,7,5,1731015561984.8,keyup,3,515
5,1,5,2,7,2,1731015562209,keydown,3,515
5,1,5,2,7,2,1731015562280.9001,keyup,4,5152
5,1,5,2,7,7,1731015562536.9001,keydown,4,5152
5,1,5,2,7,7,1731015562601,keyup,5,51527
5,1,5,2,7,Enter,1731015562800.9001,keydown,5,51527
5,4,8,9,6,5,1731015563976.8,keyup,1,5
5,4,8,9,6,4,1731015564129,keydown,1,5
5,4,8,9,6,4,1731015564192.8,keyup,2,54
5,4,8,9,6,8,1731015564321,keydown,2,54
5,4,8,9,6,8,1731015564385,keyup,3,548
5,4,8,9,6,9,1731015564761,keydown,3,548
5,4,8,9,6,9,1731015564824.7002,keyup,4,5489
5,4,8,9,6,6,1731015564984.7002,keydown,4,5489
5,4,8,9,6,6,1731015565040.9001,keyup,5,54896
5,4,8,9,6,Enter,1731015565208.9001,keydown,5,54896
5,0,6,4,3,5,1731015566288.9001,keyup,1,5
5,0,6,4,3,0,1731015566472.9001,keydown,1,5
5,0,6,4,3,0,1731015566544.8,keyup,2,50
5,0,6,4,3,6,1731015566689,keydown,2,50
5,0,6,4,3,6,1731015566752.8,keyup,3,506
5,0,6,4,3,4,1731015567104.9001,keydown,3,506
5,0,6,4,3,4,1731015567168.9001,keyup,4,5064
5,0,6,4,3,3,1731015567744.9001,keydown,4,5064
5,0,6,4,3,3,1731015567800.7002,keyup,5,50643
5,0,6,4,3,Enter,1731015568392.9001,keydown,5,50643
2,8,1,3,1,2,1731015569425,keyup,1,2
2,8,1,3,1,8,1731015569624.8,keydown,1,2
2,8,1,3,1,8,1731015569696.9001,keyup,2,28
2,8,1,3,1,1,1731015569912.7002,keydown,2,28
2,8,1,3,1,1,1731015569977,keyup,3,281
2,8,1,3,1,3,1731015570360.9001,keydown,3,281
2,8,1,3,1,3,1731015570400.5,keyup,4,2813
2,8,1,3,1,1,1731015570536.8,keydown,4,2813
2,8,1,3,1,1,1731015570600.7002,keyup,5,28131
2,8,1,3,1,Enter,1731015570760.8,keydown,5,28131
8,1,0,2,0,8,1731015571928.7002,keyup,1,8
8,1,0,2,0,1,1731015572104.8,keydown,1,8
8,1,0,2,0,1,1731015572168.7002,keyup,2,81
8,1,0,2,0,0,1731015572328.6,keydown,2,81
8,1,0,2,0,0,1731015572408.6,keyup,3,810
8,1,0,2,0,2,1731015572640.8,keydown,3,810
8,1,0,2,0,2,1731015572712.6,keyup,4,8102
8,1,0,2,0,0,1731015572880.7002,keydown,4,8102
8,1,0,2,0,0,1731015572944.6,keyup,5,81020
8,1,0,2,0,Enter,1731015573032.7002,keydown,5,81020
6,1,3,9,6,6,1731015574360.5,keyup,1,6
6,1,3,9,6,1,1731015574536.6,keydown,1,6
6,1,3,9,6,1,1731015574600.5,keyup,2,61
6,1,3,9,6,3,1731015574760.7002,keydown,2,61
6,1,3,9,6,3,1731015574840.6,keyup,3,613
6,1,3,9,6,9,1731015575233,keydown,3,613
6,1,3,9,6,9,1731015575304.6,keyup,4,6139
6,1,3,9,6,6,1731015575440.6,keydown,4,6139
6,1,3,9,6,6,1731015575496.5,keyup,5,61396
6,1,3,9,6,Enter,1731015575648.6,keydown,5,61396
5,4,7,4,5,5,1731015576720.5,keyup,1,5
5,4,7,4,5,4,1731015576872.6,keydown,1,5
5,4,7,4,5,4,1731015576944.5,keyup,2,54
5,4,7,4,5,7,1731015577096.6,keydown,2,54
5,4,7,4,5,7,1731015577152.5,keyup,3,547
5,4,7,4,5,4,1731015577728.6,keydown,3,547
5,4,7,4,5,4,1731015577800.5,keyup,4,5474
5,4,7,4,5,5,1731015577904.5,keydown,4,5474
5,4,7,4,5,5,1731015577960.4001,keyup,5,54745
5,4,7,4,5,Enter,1731015578160.7002,keydown,5,54745
8,1,5,8,1,8,1731015579224.4001,keyup,1,8
8,1,5,8,1,1,1731015579424.7002,keydown,1,8
8,1,5,8,1,1,1731015579496.5,keyup,2,81
8,1,5,8,1,5,1731015579632.6,keydown,2,81
8,1,5,8,1,5,1731015579688.4001,keyup,3,815
8,1,5,8,1,8,1731015580120.7002,keydown,3,815
8,1,5,8,1,8,1731015580184.5,keyup,4,8158
8,1,5,8,1,1,1731015580392.5,keydown,4,8158
8,1,5,8,1,1,1731015580456.4001,keyup,5,81581
8,1,5,8,1,Enter,1731015580568.3,keydown,5,81581
7,6,4,0,1,7,1731015581736.4001,keyup,1,7
7,6,4,0,1,6,1731015581992.6,keydown,1,7
7,6,4,0,1,6,1731015582048.4001,keyup,2,76
7,6,4,0,1,4,1731015582216.3,keydown,2,76
7,6,4,0,1,4,1731015582256.3,keyup,3,764
7,6,4,0,1,0,1731015582648.4001,keydown,3,764
7,6,4,0,1,0,1731015582720.5,keyup,4,7640
7,6,4,0,1,1,1731015582864.5,keydown,4,7640
7,6,4,0,1,1,1731015582928.4001,keyup,5,76401
7,6,4,0,1,Enter,1731015583064.5,keydown,5,76401
7,6,5,0,3,7,1731015584304.9001,keyup,1,7
7,6,5,0,3,6,1731015584496.4001,keydown,1,7
7,6,5,0,3,6,1731015584552.5,keyup,2,76
7,6,5,0,3,5,1731015584728.5,keydown,2,76
7,6,5,0,3,5,1731015584792.4001,keyup,3,765
7,6,5,0,3,0,1731015585144.5,keydown,3,765
7,6,5,0,3,0,1731015585216.4001,keyup,4,7650
7,6,5,0,3,3,1731015585640.5,keydown,4,7650
7,6,5,0,3,3,1731015585704.4001,keyup,5,76503
7,6,5,0,3,Enter,1731015585936.5,keydown,5,76503
2,9,6,2,9,2,1731015587016.3,keyup,1,2
2,9,6,2,9,9,1731015587360.3,keydown,1,2
2,9,6,2,9,9,1731015587440.3,keyup,2,29
2,9,6,2,9,6,1731015587616.4001,keydown,2,29
2,9,6,2,9,6,1731015587688.2002,keyup,3,296
2,9,6,2,9,2,1731015588056.4001,keydown,3,296
2,9,6,2,9,2,1731015588128.2002,keyup,4,2962
2,9,6,2,9,9,1731015588360.2002,keydown,4,2962
2,9,6,2,9,9,1731015588416.1,keyup,5,29629
2,9,6,2,9,Enter,1731015588616.4001,keydown,5,29629
2,4,5,3,4,2,1731015589600.3,keyup,1,2
2,4,5,3,4,4,1731015589784.4001,keydown,1,2
2,4,5,3,4,4,1731015589848.1,keyup,2,24
2,4,5,3,4,5,1731015590024.3,keydown,2,24
2,4,5,3,4,5,1731015590096.1,keyup,3,245
2,4,5,3,4,3,1731015590384.3,keydown,3,245
2,4,5,3,4,3,1731015590472.3,keyup,4,2453
2,4,5,3,4,4,1731015590624.3,keydown,4,2453
2,4,5,3,4,4,1731015590688.4001,keyup,5,24534
2,4,5,3,4,Enter,1731015590792.1,keydown,5,24534
7,6,0,5,4,7,1731015591816.2002,keyup,1,7
7,6,0,5,4,6,1731015592000.3,keydown,1,7
7,6,0,5,4,6,1731015592064.2002,keyup,2,76
7,6,0,5,4,0,1731015592304.2002,keydown,2,76
7,6,0,5,4,0,1731015592384.2002,keyup,3,760
7,6,0,5,4,5,1731015592952.2002,keydown,3,760
7,6,0,5,4,5,1731015593016.3,keyup,4,7605
7,6,0,5,4,4,1731015593136.2002,keydown,4,7605
7,6,0,5,4,4,1731015593200.1,keyup,5,76054
7,6,0,5,4,Enter,1731015593336,keydown,5,76054
1,5,9,1,2,1,1731015594344.1,keyup,1,1
1,5,9,1,2,5,1731015594544.5,keydown,1,1
1,5,9,1,2,5,1731015594600.2002,keyup,2,15
1,5,9,1,2,9,1731015594816.1,keydown,2,15
1,5,9,1,2,9,1731015594888.2002,keyup,3,159
1,5,9,1,2,1,1731015595280.1,keydown,3,159
1,5,9,1,2,1,1731015595336,keyup,4,1591
1,5,9,1,2,2,1731015595431.9001,keydown,4,1591
1,5,9,1,2,2,1731015595480,keyup,5,15912
1,5,9,1,2,Enter,1731015595664.2002,keydown,5,15912
0,9,4,7,4,0,1731015596640,keyup,1,0
0,9,4,7,4,9,1731015597008.2002,keydown,1,0
0,9,4,7,4,9,1731015597072,keyup,2,09
0,9,4,7,4,4,1731015597232.1,keydown,2,09
0,9,4,7,4,4,1731015597296,keyup,3,094
0,9,4,7,4,7,1731015598400.1,keydown,3,094
0,9,4,7,4,7,1731015598464,keyup,4,0947
0,9,4,7,4,4,1731015598600.1,keydown,4,0947
0,9,4,7,4,4,1731015598664,keyup,5,09474
0,9,4,7,4,Enter,1731015598799.9001,keydown,5,09474
7,5,0,3,7,7,1731015600183.9001,keyup,1,7
7,5,0,3,7,5,1731015600351.9001,keydown,1,7
